id,name,SMILES,source_row,source_label
DA0055,二胺样本-055,CN(CCN(C)Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,66,1
DA0056,二胺样本-056,CN(CCCN(C)Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,67,1
DA0057,二胺样本-057,COCC(COC)(c1ccc(COC(=O)c2ccc(N)cc2)o1)c1ccc(COC(=O)c2ccc(N)cc2)o1,68,1
DA0058,二胺样本-058,Nc1ccc(C(=O)OCc2ccc(C(=O)c3ccc(C(=O)c4ccc(COC(=O)c5ccc(N)cc5)o4)cc3)o2)cc1,72,1
DA0059,二胺样本-059,Nc1ccc(C(=O)OCc2ccc(C(=O)c3cccc(C(=O)c4ccc(COC(=O)c5ccc(N)cc5)o4)c3)o2)cc1,73,1
DA0060,二胺样本-060,Nc1ccc(C(=O)OCc2ccc(OC(=O)Oc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,74,1
DA0061,二胺样本-061,Nc1ccc(C(=O)OCc2ccc(COC(=O)OCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,75,1
DA0062,二胺样本-062,Nc1ccc(C(=O)OCc2ccc(OCOc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,76,1
DA0063,二胺样本-063,Nc1ccc(C(=O)OCc2ccc(CSCSCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,77,1
DA0064,二胺样本-064,Nc1ccc(C(=O)OCc2ccc(CSCCCSCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,78,1
DA0065,二胺样本-065,Nc1ccc(C(=O)OCc2ccc(CSCCSCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,79,1
DA0066,二胺样本-066,Nc1ccc(C(=O)OCc2ccc(C(F)(F)C(F)(F)c3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,80,1
DA0067,二胺样本-067,Nc1ccc(C(=O)OCc2ccc(C(F)(F)c3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,81,1
DA0068,二胺样本-068,Nc1ccc(C(=O)OCc2ccc(C(=O)c3c(F)c(F)c(C(=O)c4ccc(COC(=O)c5ccc(N)cc5)o4)c(F)c3F)o2)cc1,82,1
DA0069,二胺样本-069,Nc1ccc(C(=O)OCc2ccc(C(c3ccc(COC(=O)c4ccc(N)cc4)o3)(C(F)(F)F)C(F)(F)F)o2)cc1,83,1
DA0070,二胺样本-070,Nc1ccc(C(=O)OCc2ccc(C3(c4ccc(COC(=O)c5ccc(N)cc5)o4)CC3)o2)cc1,84,1
DA0071,二胺样本-071,Nc1ccc(C(=O)OCc2ccc(-c3ccc(Cc4ccc(-c5ccc(COC(=O)c6ccc(N)cc6)o5)cc4)cc3)o2)cc1,85,1
DA0072,二胺样本-072,Nc1ccc(C(=O)OCc2ccc(-c3ccc(Nc4ccc(-c5ccc(COC(=O)c6ccc(N)cc6)o5)cc4)cc3)o2)cc1,86,1
DA0073,二胺样本-073,Nc1ccc(C(=O)OCc2ccc(-c3ccc(Sc4ccc(-c5ccc(COC(=O)c6ccc(N)cc6)o5)cc4)cc3)o2)cc1,87,1
DA0074,二胺样本-074,Nc1ccc(C(=O)OCc2ccc(-c3ccc(Oc4ccc(-c5ccc(COC(=O)c6ccc(N)cc6)o5)cc4)cc3)o2)cc1,88,1
DA0075,二胺样本-075,CN(c1ccc(-c2ccc(COC(=O)c3ccc(N)cc3)o2)cc1)c1ccc(-c2ccc(COC(=O)c3ccc(N)cc3)o2)cc1,89,1
DA0076,二胺样本-076,Nc1ccc(C(=O)OCc2ccc(C=CC=Cc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,90,1
DA0077,二胺样本-077,Nc1ccc(C(=O)OCc2ccc(-c3cc(F)cc(-c4ccc(COC(=O)c5ccc(N)cc5)o4)c3)o2)cc1,91,1
DA0078,二胺样本-078,Nc1ccc(C(=O)OCc2ccc(-c3ccccc3-c3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,92,1
DA0079,二胺样本-079,Nc1ccc(C(=O)OCc2ccc(-c3ccc4c(c3)Cc3cc(-c5ccc(COC(=O)c6ccc(N)cc6)o5)ccc3-4)o2)cc1,93,1
DA0080,二胺样本-080,CC(c1ccc(COC(=O)c2ccc(N)cc2)o1)C(C)c1ccc(COC(=O)c2ccc(N)cc2)o1,94,1
DA0081,二胺样本-081,CC(Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,95,1
DA0082,二胺样本-082,COC(Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,96,1
DA0083,二胺样本-083,CNC(Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,97,1
DA0084,二胺样本-084,Nc1ccc(C(=O)OCc2ccc(C3CCC(c4ccc(COC(=O)c5ccc(N)cc5)o4)CC3)o2)cc1,100,1
DA0085,二胺样本-085,Nc1ccc(C(=O)OCc2ccc(C3CC4OC3CC4c3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,101,1
DA0086,二胺样本-086,Nc1ccc(C(=O)OCc2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(COC(=O)c5ccc(N)cc5)o4)cc3)o2)cc1,102,1
DA0087,二胺样本-087,Nc1ccc(C(=O)OCc2ccc(COCNCOCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,103,1
DA0088,二胺样本-088,Nc1ccc(C(=O)OCc2ccc(N=Nc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,104,1
DA0089,二胺样本-089,Nc1ccc(C(=O)OCc2ccc(CCCCCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,105,1
DA0090,二胺样本-090,Nc1ccc(C(=O)OCc2ccc(CCCCCCCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,106,1
DA0091,二胺样本-091,Nc1ccc(C(=O)OCc2ccc(CCCCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,107,1
DA0092,二胺样本-092,Nc1ccc(C(=O)OCc2ccc(CCOCCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,108,1
DA0093,二胺样本-093,Nc1ccc(C(=O)OCc2ccc(CCNCCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,111,1
DA0094,二胺样本-094,Nc1ccc(C(=O)OCc2ccc(CCSCCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,112,1
DA0095,二胺样本-095,CN(CCc1ccc(COC(=O)c2ccc(N)cc2)o1)CCc1ccc(COC(=O)c2ccc(N)cc2)o1,113,1
DA0096,二胺样本-096,CCC(c1ccc(COC(=O)c2ccc(N)cc2)o1)C(CC)c1ccc(COC(=O)c2ccc(N)cc2)o1,114,1
DA0097,二胺样本-097,Nc1ccc(C(=O)OCc2ccc(CC(Cc3ccc(COC(=O)c4ccc(N)cc4)o3)c3ccccc3)o2)cc1,115,1
DA0098,二胺样本-098,CC(=O)OC(Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,116,1
DA0099,二胺样本-099,Nc1ccc(C(=O)OCc2ccc(CC(Cc3ccc(COC(=O)c4ccc(N)cc4)o3)Oc3ccccc3)o2)cc1,117,1
DA0100,二胺样本-100,CN(C)C(Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,119,1
DA0101,二胺样本-101,Nc1ccc(C(=O)OCc2ccc(CC#CCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,120,1
DA0102,二胺样本-102,Nc1ccc(C(=O)OCc2ccc(CC=CCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,121,1
DA0103,二胺样本-103,Nc1ccc(C(=O)OCc2ccc(CCCC(=O)OCCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,123,1
DA0104,二胺样本-104,Nc1ccc(C(=O)OCc2ccc(CCC(=O)Cc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,125,1
DA0105,二胺样本-105,Nc1ccc(C(=O)OCc2ccc(COC(=O)Cc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,127,1
DA0106,二胺样本-106,Nc1ccc(C(=O)OCc2ccc(CCOC(=O)CCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,128,1
DA0107,二胺样本-107,COC(c1ccc(COC(=O)c2ccc(N)cc2)o1)C(OC)c1ccc(COC(=O)c2ccc(N)cc2)o1,129,1
DA0108,二胺样本-108,CC(=O)OC(c1ccc(COC(=O)c2ccc(N)cc2)o1)C(OC(C)=O)c1ccc(COC(=O)c2ccc(N)cc2)o1,130,1
DA0109,二胺样本-109,Nc1ccc(C(=O)OCc2ccc(OC(=O)c3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,131,1
DA0110,二胺样本-110,Nc1ccc(C(=O)OCc2ccc(COC(=O)c3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,132,1
DA0111,二胺样本-111,Nc1ccc(C(=O)OCc2ccc(COc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,133,1
DA0112,二胺样本-112,Nc1ccc(C(=O)OCc2ccc(-c3cccc(-c4ccc(COC(=O)c5ccc(N)cc5)o4)c3)o2)cc1,135,1
DA0113,二胺样本-113,Nc1ccc(C(=O)OCc2ccc(-c3cncc(-c4ccc(COC(=O)c5ccc(N)cc5)o4)c3)o2)cc1,136,1
DA0114,二胺样本-114,N#Cc1cc(-c2ccc(COC(=O)c3ccc(N)cc3)o2)cc(-c2ccc(COC(=O)c3ccc(N)cc3)o2)c1,137,1
DA0115,二胺样本-115,Nc1ccc(C(=O)OCc2ccc(-c3cc(-c4ccc(COC(=O)c5ccc(N)cc5)o4)cc(C(F)(F)F)c3)o2)cc1,138,1
DA0116,二胺样本-116,COc1cc(-c2ccc(COC(=O)c3ccc(N)cc3)o2)cc(-c2ccc(COC(=O)c3ccc(N)cc3)o2)c1,139,1
DA0117,二胺样本-117,Nc1ccc(C(=O)OCc2ccc(CSSCc3ccc(COC(=O)c4ccc(N)cc4)o3)o2)cc1,140,1
DA0118,二胺样本-118,Nc1ccc(C(=O)OCc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc(COC(=O)c5ccc(N)cc5)o4)cc3)o2)cc1,143,1
DA0119,二胺样本-119,CCCCC(=O)OC(Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,144,1
DA0120,二胺样本-120,N#CC(Cc1ccc(COC(=O)c2ccc(N)cc2)o1)Cc1ccc(COC(=O)c2ccc(N)cc2)o1,145,1
